1.1.1.42,,yes
1.1.1.42,(R)-Propylene glycol,DB02159
1.1.1.42,(S)-oxalosuccinic acid,DB02190
1.1.1.42,"(S)-propane-1,2-diol",DB04349
1.1.1.42,3-Isopropylmalic Acid,DB04279
1.1.1.42,Citric acid,DB04272
1.1.1.42,Enasidenib,DB13874
1.1.1.42,Indocyanine green acid form,DB09374
1.1.1.42,Isocitric Acid,DB01727
1.1.1.42,Ivosidenib,DB14568
1.1.1.42,Nicotinamide adenine dinucleotide phosphate,DB03461
1.1.1.42,O75874,Isocitrate dehydrogenase [NADP] cytoplasmic
1.1.1.42,Olutasidenib,DB16267
1.1.1.42,P08200,Isocitrate dehydrogenase [NADP]
1.1.1.42,P16100,Isocitrate dehydrogenase [NADP]
1.1.1.42,P39126,Isocitrate dehydrogenase [NADP]
1.1.1.42,P48735,"Isocitrate dehydrogenase [NADP], mitochondrial"
1.1.1.42,"S,S-(2-Hydroxyethyl)Thiocysteine",DB04530
1.1.1.42,cofactor,no
1.1.1.42,inhibitor,yes
1.1.1.85,,unknown
1.1.1.85,3-Isopropylmalic Acid,DB04279
1.1.1.85,Q56268,3-isopropylmalate dehydrogenase
1.1.1.95,,unknown
1.1.1.95,D-tartaric acid,DB01694
1.1.1.95,NADH,DB00157
1.1.1.95,O43175,D-3-phosphoglycerate dehydrogenase
1.1.1.95,P9WNX3,D-3-phosphoglycerate dehydrogenase
1.17.4.1,,unknown
1.17.4.1,2'-Deoxycytidine 5'-triphosphate,DB03258
1.17.4.1,Citric acid,DB04272
1.17.4.1,Cladribine,DB00242
1.17.4.1,Clofarabine,DB00631
1.17.4.1,Fludarabine,DB01073
1.17.4.1,GTI 2040,DB05801
1.17.4.1,Gallium maltolate,DB05420
1.17.4.1,Gallium nitrate,DB05260
1.17.4.1,Gemcitabine,DB00441
1.17.4.1,Glycerin,DB09462
1.17.4.1,Hydroxyurea,DB01005
1.17.4.1,Imexon,DB05003
1.17.4.1,Motexafin gadolinium,DB05428
1.17.4.1,P23921,Ribonucleoside-diphosphate reductase large subunit
1.17.4.1,P31350,Ribonucleoside-diphosphate reductase subunit M2
1.17.4.1,P69924,Ribonucleoside-diphosphate reductase 1 subunit beta
1.17.4.1,Q08698,Ribonucleoside-diphosphate reductase 2 subunit alpha
1.17.4.1,Q7LG56,Ribonucleoside-diphosphate reductase subunit M2 B
1.17.4.1,Q9CBQ2,Ribonucleoside-diphosphate reductase subunit beta
1.17.4.1,Tezacitabine,DB06433
1.17.4.1,Thymidine 5'-triphosphate,DB02452
1.17.4.1,dATP,DB03222
1.17.4.1,inhibitor,yes
1.2.1.11,,unknown
1.2.1.11,(4s)-4-{[(2s)-2-Amino-3-Oxopropyl]Sulfanyl}-L-Homoserinate,DB03502
1.2.1.11,Aspartate Semialdehyde,DB04498
1.2.1.11,Nicotinamide adenine dinucleotide phosphate,DB03461
1.2.1.11,P44801,Aspartate-semialdehyde dehydrogenase
1.3.1.98,,unknown
1.3.1.98,(5Z)-3-(4-CHLOROPHENYL)-4-HYDROXY-5-(1-NAPHTHYLMETHYLENE)FURAN-2(5H)-ONE,DB07296
1.3.1.98,Flavin adenine dinucleotide,DB03147
1.3.1.98,P08373,UDP-N-acetylenolpyruvoylglucosamine reductase
1.3.1.98,P61432,UDP-N-acetylenolpyruvoylglucosamine reductase
1.3.3.4,,unknown
1.3.3.4,Acifluorfen,DB07338
1.3.3.4,P32397,Protoporphyrinogen oxidase
1.3.3.4,P56601,Protoporphyrinogen oxidase
1.5.1.20,,unknown
1.5.1.20,Benazepril,DB00542
1.5.1.20,Cyanocobalamin,DB00115
1.5.1.20,Flavin adenine dinucleotide,DB03147
1.5.1.20,Fluorouracil,DB00544
1.5.1.20,Folic acid,DB00158
1.5.1.20,Menadione,DB00170
1.5.1.20,Methionine,DB00134
1.5.1.20,Methotrexate,DB00563
1.5.1.20,P0AEZ1,"5,10-methylenetetrahydrofolate reductase"
1.5.1.20,P42898,Methylenetetrahydrofolate reductase
1.5.1.20,Q9RA47,Methylenetetrahydrofolate reductase
1.5.1.20,Riboflavin,DB00140
1.5.1.20,Tetrahydrofolic acid,DB00116
1.5.1.20,cofactor,unknown
1.5.1.20,inhibitor,unknown
1.5.1.20,substrate,unknown
1.6.4.5,,unknown
1.6.4.5,Arsenic trioxide,DB01169
1.6.4.5,Ascorbic acid,DB00126
1.6.4.5,Azelaic acid,DB00548
1.6.4.5,Flavin adenine dinucleotide,DB03147
1.6.4.5,Fotemustine,DB04106
1.6.4.5,Motexafin gadolinium,DB05428
1.6.4.5,NADPH,DB02338
1.6.4.5,P0A9P4,Thioredoxin reductase
1.6.4.5,P66010,Thioredoxin reductase
1.6.4.5,PX-12,DB05448
1.6.4.5,Q16881,"Thioredoxin reductase 1, cytoplasmic"
1.6.4.5,Q9NNW7,"Thioredoxin reductase 2, mitochondrial"
1.6.4.5,Selenious acid,DB11127
1.6.4.5,Selenium,DB11135
1.6.4.5,Spermidine,DB03566
1.6.4.5,inhibitor,yes
1.6.4.5,substrate,no
1.6.4.5,substrate,unknown
1.8.1,,unknown
1.8.1,Flavin adenine dinucleotide,DB03147
1.8.1,Glycine,DB00145
1.8.1,NADH,DB00157
1.8.1,P09063,Dihydrolipoyl dehydrogenase
1.8.1,P09622,"Dihydrolipoyl dehydrogenase, mitochondrial"
1.8.1,P14218,Dihydrolipoyl dehydrogenase
1.8.1,P18925,Dihydrolipoyl dehydrogenase
1.8.1,P19480,Alkyl hydroperoxide reductase subunit F
1.8.1,P35340,Alkyl hydroperoxide reductase subunit F
1.8.1,Q51225,Dihydrolipoyl dehydrogenase
1.8.1,substrate,unknown
1.8.1.4,,unknown
1.8.1.4,Flavin adenine dinucleotide,DB03147
1.8.1.4,Glycine,DB00145
1.8.1.4,NADH,DB00157
1.8.1.4,P09063,Dihydrolipoyl dehydrogenase
1.8.1.4,P09622,"Dihydrolipoyl dehydrogenase, mitochondrial"
1.8.1.4,P14218,Dihydrolipoyl dehydrogenase
1.8.1.4,P18925,Dihydrolipoyl dehydrogenase
1.8.1.4,P19480,Alkyl hydroperoxide reductase subunit F
1.8.1.4,P35340,Alkyl hydroperoxide reductase subunit F
1.8.1.4,Q51225,Dihydrolipoyl dehydrogenase
1.8.1.4,substrate,unknown
1.8.1.9,,unknown
1.8.1.9,Arsenic trioxide,DB01169
1.8.1.9,Ascorbic acid,DB00126
1.8.1.9,Azelaic acid,DB00548
1.8.1.9,Flavin adenine dinucleotide,DB03147
1.8.1.9,Fotemustine,DB04106
1.8.1.9,Motexafin gadolinium,DB05428
1.8.1.9,NADPH,DB02338
1.8.1.9,P0A9P4,Thioredoxin reductase
1.8.1.9,P66010,Thioredoxin reductase
1.8.1.9,PX-12,DB05448
1.8.1.9,Q16881,"Thioredoxin reductase 1, cytoplasmic"
1.8.1.9,Q9NNW7,"Thioredoxin reductase 2, mitochondrial"
1.8.1.9,Selenious acid,DB11127
1.8.1.9,Selenium,DB11135
1.8.1.9,Spermidine,DB03566
1.8.1.9,inhibitor,yes
1.8.1.9,substrate,no
1.8.1.9,substrate,unknown
2,,no
2,,unknown
2,,yes
2,"(2,6-Dimethylphenoxy)acetic acid",DB07634
2,(R)-warfarin,DB08496
2,(S)-Warfarin,DB14055
2,({3-[1-(4-Hydroxy-2-oxo-2H-chromen-3-yl)-propyl]-phenylcarbamoyl}-methyl)-carbamic acid tert-butyl ester,DB08664
2,"1,2-Benzodiazepine",DB12537
2,1-Naphthoxyacetic acid,DB08286
2,"3,5-diiodothyropropionic acid",DB12629
2,3-(CARBOXYAMIDE(2-CARBOXYAMIDE-2-TERTBUTYLETHYL))PENTAN,DB08474
2,3-(Mercaptomethylene)Pyridine,DB04490
2,4-HYDROXY-7-METHOXY-3-(1-PHENYL-PROPYL)-CHROMEN-2-ONE,DB08663
2,"4-acetamido-2,4-didexoy-D-glycero-beta-D-galacto-octopyranosylphosphonic acid",DB04561
2,"5,6,7,8,9,10-HEXAHYDRO-4-HYDROXY-3-(1-PHENYLPROPYL)CYCLOOCTA[B]PYRAN-2-ONE",DB08686
2,5-AMINO-6-CYCLOHEXYL-4-HYDROXY-2-ISOPROPYL-HEXANOIC ACID,DB07581
2,5-androstenedione,DB01456
2,"6,7,8,9-TETRAHYDRO-4-HYDROXY-3-(1-PHENYLPROPYL)CYCLOHEPTA[B]PYRAN-2-ONE",DB08274
2,6-Deoxyerythronolide B,DB04070
2,6-O-benzylguanine,DB11919
2,7-ethyl-10-hydroxycamptothecin,DB05482
2,9-aminocamptothecin,DB12515
2,AVE9633,DB06318
2,Abametapir,DB11932
2,Abemaciclib,DB12001
2,Abiraterone,DB05812
2,Abrocitinib,DB14973
2,Acalabrutinib,DB11703
2,Acenocoumarol,DB01418
2,Acetaminophen,DB00316
2,Acetazolamide,DB00819
2,Adagrasib,DB15568
2,Adinazolam,DB00546
2,Agmatine,DB08838
2,Albendazole,DB00518
2,Alclometasone,DB00240
2,Aldesleukin,DB00041
2,Aldosterone,DB04630
2,Alfentanil,DB00802
2,Alfuzosin,DB00346
2,Aliskiren,DB09026
2,Almotriptan,DB00918
2,Alogliptin,DB06203
2,Alosetron,DB00969
2,Alpelisib,DB12015
2,Alprazolam,DB00404
2,Ambrisentan,DB06403
2,Ambroxol,DB06742
2,Ambroxol acefyllinate,DB13141
2,Amcinonide,DB00288
2,Aminoglutethimide,DB00357
2,Aminophenazone,DB01424
2,Aminophylline,DB01223
2,Amiodarone,DB01118
2,Amitriptyline,DB00321
2,Amlodipine,DB00381
2,Amprenavir,DB00701
2,Anastrozole,DB01217
2,Androstenedione,DB01536
2,Antipyrine,DB01435
2,Apalutamide,DB11901
2,Apixaban,DB06605
2,Apomorphine,DB00714
2,Apremilast,DB05676
2,Aprepitant,DB00673
2,Aprobarbital,DB01352
2,Aranidipine,DB09229
2,Argatroban,DB00278
2,Aripiprazole,DB01238
2,Aripiprazole lauroxil,DB14185
2,Armodafinil,DB06413
2,Arsenic trioxide,DB01169
2,Artemether,DB06697
2,Asciminib,DB12597
2,Asenapine,DB06216
2,Aspartic Acid-4-Carboxymethyl Ester,DB03522
2,Astemizole,DB00637
2,Asunaprevir,DB11586
2,Atazanavir,DB01072
2,Atogepant,DB16098
2,Atorvastatin,DB01076
2,Atovaquone,DB01117
2,Avacopan,DB15011
2,Avanafil,DB06237
2,Avapritinib,DB15233
2,Avasimibe,DB06442
2,Axitinib,DB06626
2,Azatadine,DB00719
2,Azelastine,DB00972
2,Azelnidipine,DB09230
2,Azimilide,DB04957
2,Azithromycin,DB00207
2,Balaglitazone,DB12781
2,Baloxavir marboxil,DB13997
2,Banoxantrone,DB04975
2,Barbital,DB01483
2,Baricitinib,DB11817
2,Barnidipine,DB09227
2,Basiliximab,DB00074
2,Beclomethasone dipropionate,DB00394
2,Bedaquiline,DB08903
2,Belinostat,DB05015
2,Belumosudil,DB16703
2,Belzutifan,DB15463
2,Bencyclane,DB13488
2,Benidipine,DB09231
2,Benzphetamine,DB00865
2,Bepridil,DB01244
2,Berotralstat,DB15982
2,Betamethasone,DB00443
2,Betamethasone phosphate,DB14669
2,Bexagliflozin,DB12236
2,Bexarotene,DB00307
2,Bezafibrate,DB01393
2,Bicalutamide,DB01128
2,Bictegravir,DB11799
2,Bifonazole,DB04794
2,Bimatoprost,DB00905
2,Bioallethrin,DB13746
2,Birch bark extract,DB16536
2,Bisoprolol,DB00612
2,Black cohosh,DB13975
2,Blonanserin,DB09223
2,Boceprevir,DB08873
2,Bortezomib,DB00188
2,Bosentan,DB00559
2,Bosutinib,DB06616
2,Brefeldin A,DB07348
2,Brentuximab vedotin,DB08870
2,Brexpiprazole,DB09128
2,Brigatinib,DB12267
2,Brinzolamide,DB01194
2,Brivaracetam,DB05541
2,Bromocriptine,DB01200
2,Brotizolam,DB09017
2,Bryostatin 1,DB11752
2,Budesonide,DB01222
2,Bupivacaine,DB00297
2,Buprenorphine,DB00921
2,Buspirone,DB00490
2,Busulfan,DB01008
2,Butyrfentanyl,DB09173
2,Butyric Acid,DB03568
2,Cabazitaxel,DB06772
2,Cabergoline,DB00248
2,Cabozantinib,DB08875
2,Caffeine,DB00201
2,Calanolide A,DB04886
2,Calcitriol,DB00136
2,Camidanlumab tesirine,DB16411
2,Canagliflozin,DB08907
2,Candicidin,DB01152
2,Cannabidiol,DB09061
2,Cannabinol,DB14737
2,Capmatinib,DB11791
2,Capravirine,DB08502
2,Capsaicin,DB06774
2,Carbamazepine,DB00564
2,Carbomycin,DB11383
2,Carboxyamidotriazole,DB11960
2,Cariprazine,DB06016
2,Caroverine,DB13835
2,Carvedilol,DB01136
2,Casimersen,DB14984
2,Casopitant,DB06634
2,Caspofungin,DB00520
2,Cefradine,DB01333
2,Celecoxib,DB00482
2,Cenobamate,DB06119
2,Ceritinib,DB09063
2,Cerivastatin,DB00439
2,Cethromycin,DB06419
2,Cevimeline,DB00185
2,Chenodeoxycholic acid,DB06777
2,Chloramphenicol,DB00446
2,Chlordiazepoxide,DB00475
2,Chlormadinone,DB13528
2,Chloroquine,DB00608
2,Chlorphenesin,DB00856
2,Chlorpheniramine,DB01114
2,Chlorpromazine,DB00477
2,Chlorzoxazone,DB00356
2,Cholecalciferol,DB00169
2,Ciclesonide,DB01410
2,Ciglitazone,DB09201
2,Cilnidipine,DB09232
2,Cilostazol,DB01166
2,Cimetidine,DB00501
2,Cinacalcet,DB01012
2,Cinnarizine,DB00568
2,Ciprofloxacin,DB00537
2,Cisapride,DB00604
2,Citalopram,DB00215
2,Clarithromycin,DB01211
2,Clascoterone,DB12499
2,Clevidipine,DB04920
2,Clindamycin,DB01190
2,Clobazam,DB00349
2,Clobetasol,DB11750
2,Clobetasol propionate,DB01013
2,Clobetasone,DB13158
2,Clocortolone acetate,DB14652
2,Clofazimine,DB00845
2,Clofibrate,DB00636
2,Clomethiazole,DB06470
2,Clomipramine,DB01242
2,Clonazepam,DB01068
2,Clonidine,DB00575
2,Clopidogrel,DB00758
2,Cloprednol,DB13843
2,Clorazepic acid,DB00628
2,Clotiazepam,DB01559
2,Clotrimazole,DB00257
2,Clozapine,DB00363
2,Cobicistat,DB09065
2,Cobimetinib,DB05239
2,Cocaine,DB00907
2,Codeine,DB00318
2,Colchicine,DB01394
2,Coltuximab ravtansine,DB06342
2,Conivaptan,DB00872
2,Conjugated estrogens,DB00286
2,Copanlisib,DB12483
2,Copper,DB09130
2,Corticosterone,DB04652
2,Corticotropin,DB01285
2,Cortisone,DB14681
2,Cortisone acetate,DB01380
2,Cortivazol,DB13003
2,Crizotinib,DB08865
2,Curcumin,DB11672
2,Curcumin sulfate,DB14635
2,Cyclandelate,DB04838
2,Cyclobenzaprine,DB00924
2,Cyclophosphamide,DB00531
2,Cyclosporine,DB00091
2,Cyproterone acetate,DB04839
2,Cytarabine,DB00987
2,D-Lactic acid,DB03066
2,Dabrafenib,DB08912
2,Daclatasvir,DB09102
2,Daclizumab,DB00111
2,Dacomitinib,DB11963
2,Dalfopristin,DB01764
2,Danazol,DB01406
2,Danoprevir,DB11779
2,Dapagliflozin,DB06292
2,Dapoxetine,DB04884
2,Daprodustat,DB11682
2,Dapsone,DB00250
2,Daridorexant,DB15031
2,Darifenacin,DB00496
2,Darodipine,DB09234
2,Darolutamide,DB12941
2,Darunavir,DB01264
2,Dasabuvir,DB09183
2,Dasatinib,DB01254
2,Daunorubicin,DB00694
2,Deferasirox,DB01609
2,Deflazacort,DB11921
2,Delafloxacin,DB11943
2,Delamanid,DB11637
2,Delavirdine,DB00705
2,Demegestone,DB13857
2,Denileukin diftitox,DB00004
2,Desipramine,DB01151
2,Desogestrel,DB00304
2,Desonide,DB01260
2,Desoxycorticosterone acetate,DB06780
2,Desoxycorticosterone pivalate,DB01134
2,Desvenlafaxine,DB06700
2,Deutetrabenazine,DB12161
2,Dexamethasone,DB01234
2,Dexamethasone acetate,DB14649
2,Dexamethasone isonicotinate,DB11487
2,Dexchlorpheniramine maleate,DB09555
2,Dexlansoprazole,DB05351
2,Dexloxiglumide,DB04856
2,Dexniguldipine,DB14068
2,Dextromethorphan,DB00514
2,Dextropropoxyphene,DB00647
2,Dexverapamil,DB14063
2,Diacerein,DB11994
2,Diazepam,DB00829
2,Diclofenac,DB00586
2,Dicloxacillin,DB00485
2,Dienogest,DB09123
2,Diethylstilbestrol,DB00255
2,Difluocortolone,DB09095
2,Difluprednate,DB06781
2,Digitoxin,DB01396
2,Dihydro-alpha-ergocryptine,DB11274
2,Dihydrocodeine,DB01551
2,Dihydroergocornine,DB11273
2,Dihydroergocristine,DB13345
2,Dihydroergocryptine,DB13385
2,Dihydroergotamine,DB00320
2,Diltiazem,DB00343
2,Dimethyl sulfoxide,DB01093
2,Diosmin,DB08995
2,Diphenadione,DB13347
2,Dirithromycin,DB00954
2,Disopyramide,DB00280
2,Disulfiram,DB00822
2,Ditiocarb,DB02520
2,Docetaxel,DB01248
2,Dofetilide,DB00204
2,Dolasetron,DB00757
2,Dolutegravir,DB08930
2,Domperidone,DB01184
2,Donepezil,DB00843
2,Doramectin,DB11400
2,Doravirine,DB12301
2,Dotarizine,DB06446
2,Dovitinib,DB05928
2,Doxazosin,DB00590
2,Doxepin,DB01142
2,Doxorubicin,DB00997
2,Doxycycline,DB00254
2,Dronabinol,DB00470
2,Dronedarone,DB04855
2,Drospirenone,DB01395
2,Duloxetine,DB00476
2,Duvelisib,DB11952
2,Dydrogesterone,DB00378
2,Ebastine,DB11742
2,Echinacea,DB14240
2,Econazole,DB01127
2,Edetate calcium disodium anhydrous,DB14598
2,Edetate disodium anhydrous,DB14600
2,Efavirenz,DB00625
2,Efonidipine,DB09235
2,Elacestrant,DB06374
2,Elagolix,DB11979
2,Elbasvir,DB11574
2,Eletriptan,DB00216
2,Elexacaftor,DB15444
2,Eliglustat,DB09039
2,Elvitegravir,DB09101
2,Emopamil,DB14064
2,Enasidenib,DB13874
2,Encorafenib,DB11718
2,Enfortumab vedotin,DB13007
2,Entrectinib,DB11986
2,Enzalutamide,DB08899
2,Eperisone,DB08992
2,Epinastine,DB00751
2,Epinephrine,DB00668
2,Eplerenone,DB00700
2,Epofolate,DB12266
2,Epothilone D,DB01873
2,Eprinomectin,DB11405
2,Equilenin,DB03515
2,Equilin,DB02187
2,Eravacycline,DB12329
2,Erdafitinib,DB12147
2,Ergoloid mesylate,DB01049
2,Ergometrine,DB01253
2,Ergotamine,DB00696
2,Erlotinib,DB00530
2,Erythromycin,DB00199
2,Escitalopram,DB01175
2,Esketamine,DB11823
2,Eslicarbazepine,DB14575
2,Eslicarbazepine acetate,DB09119
2,Esomeprazole,DB00736
2,Estazolam,DB01215
2,Esterified estrogens,DB09381
2,Estetrol,DB12235
2,Estradiol,DB00783
2,Estradiol acetate,DB13952
2,Estradiol benzoate,DB13953
2,Estradiol cypionate,DB13954
2,Estradiol dienanthate,DB13955
2,Estradiol valerate,DB13956
2,Estramustine,DB01196
2,Estrone,DB00655
2,Estrone sulfate,DB04574
2,Eszopiclone,DB00402
2,Ethambutol,DB00330
2,Ethanol,DB00898
2,Ethinylestradiol,DB00977
2,Ethosuximide,DB00593
2,Ethyl biscoumacetate,DB08794
2,Ethylmorphine,DB01466
2,Ethynodiol diacetate,DB00823
2,Etizolam,DB09166
2,Etonogestrel,DB00294
2,Etoposide,DB00773
2,Etoricoxib,DB01628
2,Etravirine,DB06414
2,Etynodiol,DB13866
2,Everolimus,DB01590
2,Exemestane,DB00990
2,Ezetimibe,DB00973
2,Fedratinib,DB12500
2,Felbamate,DB00949
2,Felodipine,DB01023
2,Fendiline,DB08980
2,Fenfluramine,DB00574
2,Fentanyl,DB00813
2,Fesoterodine,DB06702
2,Fexinidazole,DB12265
2,Fidaxomicin,DB08874
2,Finasteride,DB01216
2,Finerenone,DB16165
2,Fish oil,DB13961
2,Flibanserin,DB04908
2,Flucloxacillin,DB00301
2,Fluconazole,DB00196
2,Fludrocortisone,DB00687
2,Flumethasone,DB00663
2,Flunarizine,DB04841
2,Flunisolide,DB00180
2,Flunitrazepam,DB01544
2,Fluocinolone acetonide,DB00591
2,Fluocinonide,DB01047
2,Fluocortolone,DB08971
2,Fluorometholone,DB00324
2,Fluoxetine,DB00472
2,Fluprednidene,DB08970
2,Fluprednidene acetate,DB14634
2,Fluprednisolone,DB09378
2,Fluprednisolone acetate,DB14637
2,Flurandrenolide,DB00846
2,Flurazepam,DB00690
2,Flurithromycin,DB13338
2,Fluspirilene,DB04842
2,Flutamide,DB00499
2,Fluticasone,DB13867
2,Fluticasone furoate,DB08906
2,Fluticasone propionate,DB00588
2,Fluvastatin,DB01095
2,Fluvoxamine,DB00176
2,Foretinib,DB12307
2,Formestane,DB08905
2,Formic acid,DB01942
2,Fosamprenavir,DB01319
2,Fosaprepitant,DB06717
2,Fosnetupitant,DB14019
2,Fosphenytoin,DB01320
2,Fostamatinib,DB12010
2,Fostemsavir,DB11796
2,Fulvestrant,DB00947
2,Fusidic acid,DB02703
2,Futibatinib,DB15149
2,GPI-1485,DB05814
2,Galantamine,DB00674
2,Gallopamil,DB12923
2,Ganaxolone,DB05087
2,Gefitinib,DB00317
2,Gemfibrozil,DB01241
2,Genistein,DB01645
2,Gestodene,DB06730
2,Gestrinone,DB11619
2,Gilteritinib,DB12141
2,Ginkgo biloba,DB01381
2,Glasdegib,DB11978
2,Glecaprevir,DB13879
2,Glutathione,DB00143
2,Glyburide,DB01016
2,Glycerol phenylbutyrate,DB08909
2,Glycopyrronium,DB00986
2,Granisetron,DB00889
2,Grapefruit,DB10534
2,Grazoprevir,DB11575
2,Grepafloxacin,DB00365
2,Griseofulvin,DB00400
2,Guanfacine,DB01018
2,HE3286,DB05212
2,Halcinonide,DB06786
2,Halofantrine,DB01218
2,Halometasone,DB13728
2,Haloperidol,DB00502
2,Halothane,DB01159
2,Hydralazine,DB01275
2,Hydrocodone,DB00956
2,Hydrocortamate,DB00769
2,Hydrocortisone,DB00741
2,Hydrocortisone aceponate,DB14538
2,Hydrocortisone acetate,DB14539
2,Hydrocortisone butyrate,DB14540
2,Hydrocortisone cypionate,DB14541
2,Hydrocortisone phosphate,DB14542
2,Hydrocortisone probutate,DB14543
2,Hydrocortisone succinate,DB14545
2,Hydrocortisone valerate,DB14544
2,Hydroxychloroquine,DB01611
2,Hydroxyprogesterone,DB14570
2,Hydroxyprogesterone caproate,DB06789
2,Hydroxyzine,DB00557
2,Ibrexafungerp,DB12471
2,Ibrutinib,DB09053
2,Ibuprofen,DB01050
2,Icotinib,DB11737
2,Idelalisib,DB09054
2,Ifosfamide,DB01181
2,Iloperidone,DB04946
2,Imatinib,DB00619
2,Imidafenacin,DB09262
2,Imipramine,DB00458
2,Imiquimod,DB00724
2,Indacaterol,DB05039
2,Indalpine,DB08953
2,Indapamide,DB00808
2,Indinavir,DB00224
2,Indisulam,DB06370
2,Infigratinib,DB11886
2,Inolimomab,DB15628
2,Ipecac,DB13293
2,Irbesartan,DB01029
2,Irinotecan,DB00762
2,Isavuconazole,DB11633
2,Isavuconazonium,DB06636
2,Isoniazid,DB00951
2,Isotretinoin,DB00982
2,Isradipine,DB00270
2,Istradefylline,DB11757
2,Itraconazole,DB01167
2,Ivabradine,DB09083
2,Ivacaftor,DB08820
2,Ivermectin,DB00602
2,Ivosidenib,DB14568
2,Ixabepilone,DB04845
2,Ixazomib,DB09570
2,KOS-1584,DB05903
2,Ketamine,DB01221
2,Ketazolam,DB01587
2,Ketobemidone,DB06738
2,Ketoconazole,DB01026
2,Kitasamycin,DB09309
2,Lacidipine,DB09236
2,Lacosamide,DB06218
2,Lanreotide,DB06791
2,Lansoprazole,DB00448
2,Lapatinib,DB01259
2,Laquinimod,DB06685
2,Larotrectinib,DB14723
2,Lefamulin,DB12825
2,Lemborexant,DB11951
2,Lenacapavir,DB15673
2,Lenvatinib,DB09078
2,Lercanidipine,DB00528
2,Lesinurad,DB11560
2,Lestaurtinib,DB06469
2,Letermovir,DB12070
2,Letrozole,DB01006
2,Levacetylmethadol,DB01227
2,Levamlodipine,DB09237
2,Levobupivacaine,DB01002
2,Levocetirizine,DB06282
2,Levoketoconazole,DB05667
2,Levomenthol,DB00825
2,Levomilnacipran,DB08918
2,Levonorgestrel,DB00367
2,Lidocaine,DB00281
2,Lidoflazine,DB13766
2,Linagliptin,DB08882
2,Linzagolix,DB17083
2,Liotrix,DB01583
2,Lisuride,DB00589
2,Lobeglitazone,DB09198
2,Lomerizine,DB14065
2,Lomitapide,DB08827
2,Lomustine,DB01206
2,Lonafarnib,DB06448
2,Loncastuximab tesirine,DB16222
2,Loperamide,DB00836
2,Lopinavir,DB01601
2,Loratadine,DB00455
2,Lorazepam,DB00186
2,Lorcaserin,DB04871
2,Lorlatinib,DB12130
2,Lorpiprazole,DB09195
2,Lorvotuzumab mertansine,DB12089
2,Losartan,DB00678
2,Loteprednol etabonate,DB14596
2,Lovastatin,DB00227
2,Loxoprofen,DB09212
2,Luliconazole,DB08933
2,Lumacaftor,DB09280
2,Lumateperone,DB06077
2,Lumefantrine,DB06708
2,Lurasidone,DB08815
2,Lurbinectedin,DB12674
2,Lynestrenol,DB12474
2,Lysergic acid diethylamide,DB04829
2,Macimorelin,DB13074
2,Macitentan,DB08932
2,Manidipine,DB09238
2,Maralixibat,DB16226
2,Maraviroc,DB04835
2,Maribavir,DB06234
2,Mavacamten,DB14921
2,Mebendazole,DB00643
2,Medical Cannabis,DB14009
2,Medrogestone,DB09124
